,WAVE_2
240,5.333333333333333
241,5.0
242,6.333333333333333
243,6.666666666666667
244,5.0
245,6.666666666666667
246,6.666666666666667
247,6.666666666666667
248,6.0
249,5.666666666666667
250,6.0
251,5.333333333333333
252,7.0
253,6.333333333333333
254,6.666666666666667
255,4.333333333333333
256,5.666666666666667
257,5.666666666666667
258,6.666666666666667
259,6.666666666666667
260,6.666666666666667
261,7.666666666666667
262,6.666666666666667
263,4.666666666666667
264,5.333333333333333
265,6.0
266,6.0
267,7.0
268,5.0
269,6.333333333333333
270,7.0
271,6.0
272,6.666666666666667
273,6.0
274,6.333333333333333
275,6.666666666666667
276,4.666666666666667
277,6.666666666666667
278,4.666666666666667
279,6.0
280,5.333333333333333
281,6.666666666666667
282,6.333333333333333
283,6.666666666666667
284,6.333333333333333
285,6.666666666666667
286,6.666666666666667
287,4.666666666666667
288,6.666666666666667
289,6.0
290,6.666666666666667
291,7.333333333333333
292,6.666666666666667
293,6.333333333333333
294,7.333333333333333
295,6.333333333333333
296,6.666666666666667
297,6.333333333333333
298,5.0
299,6.666666666666667
300,7.333333333333333
301,7.333333333333333
302,6.666666666666667
303,5.666666666666667
304,6.333333333333333
305,7.666666666666667
306,6.333333333333333
307,5.666666666666667
308,5.666666666666667
309,6.666666666666667
310,6.666666666666667
311,6.666666666666667
312,6.666666666666667
313,7.333333333333333
314,6.666666666666667
315,6.333333333333333
316,7.0
317,6.333333333333333
318,6.0
319,6.666666666666667
320,6.333333333333333
321,6.666666666666667
322,6.666666666666667
323,6.0
324,5.333333333333333
325,6.0
326,6.333333333333333
327,6.0
328,6.666666666666667
329,7.333333333333333
330,6.0
331,6.0
332,6.666666666666667
333,6.666666666666667
334,6.666666666666667
335,7.333333333333333
336,6.666666666666667
337,5.0
338,6.333333333333333
339,5.0
340,6.333333333333333
341,6.666666666666667
342,6.666666666666667
343,5.666666666666667
344,7.333333333333333
345,5.333333333333333
346,7.666666666666667
347,6.666666666666667
348,7.0
349,6.666666666666667
350,7.0
351,6.0
352,6.666666666666667
353,6.333333333333333
354,6.666666666666667
355,6.0
356,6.333333333333333
357,6.666666666666667
358,6.666666666666667
359,6.333333333333333
360,6.0
361,6.666666666666667
362,6.0
363,6.666666666666667
364,6.0
365,6.333333333333333
366,6.666666666666667
367,6.666666666666667
368,6.666666666666667
369,6.0
370,6.666666666666667
371,6.666666666666667
372,6.666666666666667
373,6.333333333333333
374,6.666666666666667
375,6.333333333333333
376,6.666666666666667
377,6.666666666666667
378,6.666666666666667
379,7.333333333333333
380,6.666666666666667
381,6.666666666666667
382,6.666666666666667
383,6.666666666666667
384,6.666666666666667
385,6.333333333333333
386,6.666666666666667
387,6.0
388,7.0
389,6.666666666666667
390,5.0
391,6.666666666666667
392,9.0
393,8.666666666666666
394,8.666666666666666
395,9.0
396,8.333333333333334
397,9.0
398,10.0
399,9.0
400,9.333333333333334
401,6.333333333333333
402,7.0
403,7.666666666666667
404,6.333333333333333
405,7.0
406,7.0
407,7.0
408,7.333333333333333
409,7.0
410,7.333333333333333
411,10.0
412,9.333333333333334
413,9.333333333333334
414,9.0
415,9.0
416,9.333333333333334
417,9.0
418,8.666666666666666
419,8.333333333333334
420,9.0
421,9.0
422,9.0
423,8.333333333333334
424,9.666666666666666
425,9.333333333333334
426,8.333333333333334
427,9.0
428,8.666666666666666
429,9.0
430,9.333333333333334
431,8.666666666666666
432,9.0
433,9.0
434,9.333333333333334
435,8.666666666666666
436,8.0
437,8.333333333333334
438,9.0
439,9.333333333333334
440,8.333333333333334
441,8.333333333333334
442,8.666666666666666
443,8.333333333333334
444,9.0
445,8.0
446,9.333333333333334
447,8.666666666666666
448,9.333333333333334
449,8.666666666666666
450,8.666666666666666
451,8.0
452,9.0
453,8.666666666666666
454,9.0
455,8.333333333333334
456,9.0
457,9.333333333333334
458,8.666666666666666
459,8.666666666666666
460,9.333333333333334
461,9.0
462,8.666666666666666
463,8.666666666666666
464,8.0
465,9.333333333333334
466,8.333333333333334
467,8.333333333333334
468,8.0
469,9.333333333333334
470,9.0
471,9.0
472,8.666666666666666
473,10.0
474,9.333333333333334
475,8.333333333333334
476,8.666666666666666
477,9.0
478,8.333333333333334
479,9.333333333333334
480,8.666666666666666
481,8.666666666666666
482,9.333333333333334
483,9.0
484,9.666666666666666
485,8.333333333333334
486,8.666666666666666
487,9.666666666666666
488,8.666666666666666
489,8.666666666666666
490,9.0
491,10.0
492,9.333333333333334
493,9.333333333333334
494,9.666666666666666
495,9.0
496,9.333333333333334
497,9.0
498,9.333333333333334
499,9.666666666666666
500,8.333333333333334
501,8.333333333333334
502,8.666666666666666
503,9.333333333333334
504,9.0
505,8.666666666666666
506,9.333333333333334
507,9.0
508,9.333333333333334
509,8.666666666666666
510,8.666666666666666
511,8.0
512,9.0
513,9.0
514,9.0
515,9.333333333333334
516,9.333333333333334
517,9.0
518,9.0
519,8.666666666666666
520,8.666666666666666
521,9.0
522,8.333333333333334
523,8.333333333333334
524,8.333333333333334
525,8.333333333333334
526,9.666666666666666
527,8.666666666666666
528,9.0
529,8.666666666666666
530,9.666666666666666
531,8.333333333333334
532,9.0
533,8.666666666666666
534,8.333333333333334
535,9.333333333333334
536,9.666666666666666
537,9.0
538,9.0
539,8.666666666666666
540,8.666666666666666
541,9.0
542,8.666666666666666
543,10.0
544,8.666666666666666
545,9.333333333333334
546,9.333333333333334
547,9.0
548,9.333333333333334
549,9.0
550,8.666666666666666
551,9.0
552,8.333333333333334
553,8.666666666666666
554,9.666666666666666
555,9.0
556,9.666666666666666
557,9.666666666666666
558,9.666666666666666
559,9.333333333333334
560,9.333333333333334
561,9.0
562,9.333333333333334
563,9.0
564,8.666666666666666
565,9.333333333333334
566,9.666666666666666
567,8.666666666666666
568,9.0
569,9.0
570,8.333333333333334
571,9.0
572,8.333333333333334
573,10.0
574,8.666666666666666
575,9.0
576,8.333333333333334
577,9.666666666666666
578,9.0
579,9.333333333333334
580,8.0
581,8.333333333333334
582,8.666666666666666
583,8.666666666666666
584,9.333333333333334
585,9.333333333333334
586,9.0
587,8.333333333333334
588,7.666666666666667
589,7.666666666666667
590,7.666666666666667
591,7.666666666666667
592,8.333333333333334
593,7.666666666666667
594,7.666666666666667
595,7.666666666666667
596,8.0
597,7.666666666666667
598,7.666666666666667
599,7.666666666666667
600,8.0
601,7.666666666666667
602,7.0
603,7.666666666666667
604,8.333333333333334
605,7.666666666666667
606,7.666666666666667
607,7.666666666666667
608,7.666666666666667
609,7.666666666666667
610,7.666666666666667
611,8.333333333333334
612,8.333333333333334
613,8.333333333333334
614,8.666666666666666
615,8.333333333333334
616,8.666666666666666
617,8.666666666666666
618,7.666666666666667
619,7.666666666666667
620,7.666666666666667
621,7.666666666666667
622,7.666666666666667
623,7.666666666666667
624,7.666666666666667
625,8.333333333333334
626,7.666666666666667
627,7.666666666666667
628,8.666666666666666
629,7.0
630,6.333333333333333
631,7.666666666666667
632,7.666666666666667
633,7.666666666666667
634,7.666666666666667
635,7.666666666666667
636,7.666666666666667
637,7.666666666666667
638,7.666666666666667
639,7.666666666666667
640,7.666666666666667
641,8.333333333333334
642,7.666666666666667
643,7.666666666666667
644,7.666666666666667
645,7.666666666666667
646,7.666666666666667
647,7.666666666666667
648,6.666666666666667
649,7.666666666666667
650,7.666666666666667
651,8.333333333333334
652,7.666666666666667
653,7.666666666666667
654,7.666666666666667
655,7.666666666666667
656,8.333333333333334
657,7.666666666666667
658,7.666666666666667
659,7.666666666666667
660,6.333333333333333
661,7.666666666666667
662,7.666666666666667
663,7.666666666666667
664,7.666666666666667
665,7.666666666666667
666,7.666666666666667
667,7.666666666666667
668,7.666666666666667
669,7.333333333333333
670,7.666666666666667
671,7.666666666666667
672,7.666666666666667
673,7.666666666666667
674,7.666666666666667
675,7.333333333333333
676,7.333333333333333
677,7.666666666666667
678,7.666666666666667
679,7.666666666666667
680,7.666666666666667
681,7.666666666666667
682,7.666666666666667
683,7.666666666666667
684,7.666666666666667
685,7.333333333333333
686,8.0
687,7.0
688,7.0
689,7.333333333333333
690,7.666666666666667
691,7.333333333333333
692,7.666666666666667
693,7.666666666666667
694,7.666666666666667
695,7.0
696,7.666666666666667
697,7.666666666666667
698,7.666666666666667
699,7.666666666666667
700,7.666666666666667
701,7.666666666666667
702,7.333333333333333
703,7.666666666666667
704,7.333333333333333
705,7.666666666666667
706,8.0
707,9.0
708,6.666666666666667
709,6.333333333333333
710,6.666666666666667
711,5.666666666666667
712,7.333333333333333
713,8.0
714,7.666666666666667
715,7.666666666666667
716,7.666666666666667
717,7.666666666666667
718,8.333333333333334
719,7.333333333333333
720,7.666666666666667
721,6.333333333333333
722,6.666666666666667
723,7.666666666666667
724,7.333333333333333
725,6.666666666666667
726,7.666666666666667
727,6.333333333333333
728,7.333333333333333
729,6.0
730,7.333333333333333
731,7.666666666666667
732,6.666666666666667
733,6.333333333333333
734,6.666666666666667
735,6.333333333333333
736,7.333333333333333
737,7.666666666666667
738,7.666666666666667
739,7.0
740,7.666666666666667
741,7.666666666666667
742,7.666666666666667
743,7.0
744,6.333333333333333
745,7.666666666666667
746,7.333333333333333
747,7.666666666666667
748,5.333333333333333
749,7.0
750,7.333333333333333
751,7.666666666666667
752,7.0
753,7.666666666666667
754,7.0
755,7.0
756,7.0
757,7.666666666666667
758,7.666666666666667
759,7.0
760,7.0
761,6.0
762,7.666666666666667
763,7.0
764,7.666666666666667
765,5.666666666666667
766,7.333333333333333
767,7.666666666666667
768,6.666666666666667
769,7.666666666666667
770,6.666666666666667
771,7.333333333333333
772,7.0
773,6.666666666666667
774,6.0
775,7.0
776,7.666666666666667
777,7.0
778,7.333333333333333
779,7.666666666666667
780,6.333333333333333
781,7.0
782,7.666666666666667
783,7.0
784,9.0
785,5.333333333333333
786,7.333333333333333
787,9.0
788,10.0
789,9.333333333333334
790,9.0
791,9.333333333333334
792,8.0
793,8.0
794,11.666666666666666
795,9.333333333333334
796,9.666666666666666
797,12.333333333333334
798,12.0
799,7.666666666666667
800,11.333333333333334
801,14.333333333333334
802,12.0
803,9.0
804,12.666666666666666
805,7.0
806,8.666666666666666
807,6.333333333333333
808,7.666666666666667
809,10.0
810,9.333333333333334
811,8.0
812,13.333333333333334
813,11.333333333333334
814,9.666666666666666
815,7.333333333333333
816,7.666666666666667
817,8.333333333333334
818,8.666666666666666
819,14.333333333333334
820,12.333333333333334
821,12.0
822,10.666666666666666
823,7.333333333333333
824,7.333333333333333
825,7.0
826,10.333333333333334
827,6.333333333333333
828,10.666666666666666
829,11.0
830,7.333333333333333
831,12.0
832,8.333333333333334
833,9.666666666666666
834,8.333333333333334
835,10.666666666666666
836,7.0
837,11.666666666666666
838,8.0
839,10.333333333333334
840,8.333333333333334
841,8.0
842,10.666666666666666
843,9.666666666666666
844,8.0
845,10.333333333333334
846,11.0
847,6.666666666666667
848,9.666666666666666
849,11.0
850,11.0
851,11.333333333333334
852,10.0
853,7.333333333333333
854,8.666666666666666
855,9.666666666666666
856,10.333333333333334
857,10.666666666666666
858,11.333333333333334
859,11.333333333333334
860,10.666666666666666
861,8.666666666666666
862,10.333333333333334
863,10.666666666666666
864,10.666666666666666
865,12.333333333333334
866,8.0
867,6.333333333333333
868,9.666666666666666
869,11.0
870,9.0
871,10.333333333333334
872,10.0
873,7.0
874,8.666666666666666
875,1.3333333333333333
876,10.666666666666666
877,9.666666666666666
878,7.666666666666667
879,1.6666666666666667
880,8.666666666666666
881,9.333333333333334
882,10.0
883,10.666666666666666
884,8.333333333333334
885,8.333333333333334
886,11.0
887,8.333333333333334
888,9.0
889,10.333333333333334
890,9.333333333333334
891,1.6666666666666667
892,8.0
893,10.666666666666666
894,10.0
895,8.666666666666666
896,9.333333333333334
897,9.333333333333334
898,8.0
899,8.333333333333334
900,9.666666666666666
901,8.666666666666666
902,3.0
903,10.0
904,7.333333333333333
905,0.6666666666666666
906,11.666666666666666
907,9.333333333333334
908,9.333333333333334
909,9.666666666666666
910,8.666666666666666
911,8.0
912,1.3333333333333333
913,8.666666666666666
914,9.0
915,9.0
916,10.0
917,9.0
918,11.0
919,8.333333333333334
920,8.333333333333334
921,8.333333333333334
922,9.333333333333334
923,10.333333333333334
924,10.333333333333334
925,9.0
926,7.666666666666667
927,8.333333333333334
928,9.333333333333334
929,10.333333333333334
930,8.0
931,8.333333333333334
932,9.0
933,11.666666666666666
934,10.666666666666666
935,9.666666666666666
936,9.0
937,11.0
938,9.0
939,8.666666666666666
940,9.0
941,8.666666666666666
942,8.666666666666666
943,8.666666666666666
944,9.666666666666666
945,10.333333333333334
946,9.333333333333334
947,8.333333333333334
948,9.666666666666666
949,10.0
950,8.666666666666666
951,10.333333333333334
952,5.0
953,11.0
954,9.666666666666666
955,10.666666666666666
956,8.333333333333334
957,8.666666666666666
958,10.333333333333334
959,8.666666666666666
960,8.666666666666666
961,8.666666666666666
962,8.666666666666666
963,9.666666666666666
964,9.0
965,9.0
966,10.666666666666666
967,10.0
968,10.0
969,10.0
970,8.666666666666666
971,8.333333333333334
972,11.0
973,9.333333333333334
974,9.333333333333334
975,8.666666666666666
976,9.333333333333334
977,9.0
978,11.333333333333334
979,8.666666666666666
980,6.666666666666667
981,7.333333333333333
982,7.0
983,7.0
984,6.666666666666667
985,7.0
986,7.0
987,7.666666666666667
988,6.666666666666667
989,7.0
990,6.666666666666667
991,6.0
992,6.666666666666667
993,6.666666666666667
994,6.666666666666667
995,6.666666666666667
996,6.666666666666667
997,7.333333333333333
998,6.666666666666667
999,6.666666666666667
1000,7.0
1001,6.666666666666667
1002,7.0
1003,6.666666666666667
1004,6.666666666666667
1005,6.666666666666667
1006,7.333333333333333
1007,6.666666666666667
1008,6.666666666666667
1009,7.333333333333333
1010,7.0
1011,6.666666666666667
1012,7.0
1013,6.666666666666667
1014,6.666666666666667
1015,7.0
1016,7.333333333333333
1017,7.333333333333333
1018,6.0
1019,6.666666666666667
1020,6.666666666666667
1021,6.666666666666667
1022,6.666666666666667
1023,6.666666666666667
1024,7.0
1025,6.666666666666667
1026,6.666666666666667
1027,7.0
1028,6.666666666666667
1029,7.0
1030,5.666666666666667
1031,6.666666666666667
1032,6.666666666666667
1033,7.0
1034,6.666666666666667
1035,6.666666666666667
1036,6.666666666666667
1037,6.666666666666667
1038,6.666666666666667
1039,7.0
1040,6.666666666666667
1041,6.666666666666667
1042,6.666666666666667
1043,6.666666666666667
1044,6.666666666666667
1045,6.666666666666667
1046,6.666666666666667
1047,6.666666666666667
1048,9.0
1049,7.0
1050,6.666666666666667
1051,6.666666666666667
1052,6.666666666666667
1053,6.666666666666667
1054,7.333333333333333
1055,6.666666666666667
1056,7.0
1057,6.666666666666667
1058,6.666666666666667
1059,7.0
1060,6.333333333333333
1061,7.0
1062,6.666666666666667
1063,7.333333333333333
1064,6.666666666666667
1065,6.666666666666667
1066,6.666666666666667
1067,6.666666666666667
1068,6.666666666666667
1069,7.0
1070,6.666666666666667
1071,6.666666666666667
1072,6.333333333333333
1073,7.0
1074,6.666666666666667
1075,6.666666666666667
1076,6.666666666666667
1077,6.666666666666667
1078,6.666666666666667
1079,6.666666666666667
1080,7.0
1081,6.666666666666667
1082,7.0
1083,6.666666666666667
1084,6.666666666666667
1085,6.666666666666667
1086,6.333333333333333
1087,7.333333333333333
1088,7.0
1089,7.0
1090,7.0
1091,7.333333333333333
1092,6.333333333333333
1093,7.333333333333333
1094,6.666666666666667
1095,7.666666666666667
1096,7.0
1097,7.0
1098,6.666666666666667
1099,6.666666666666667
1100,6.666666666666667
1101,6.666666666666667
1102,7.333333333333333
1103,7.333333333333333
1104,7.666666666666667
1105,6.666666666666667
1106,7.0
1107,6.666666666666667
1108,7.333333333333333
1109,8.666666666666666
1110,11.333333333333334
1111,12.666666666666666
1112,11.333333333333334
1113,12.666666666666666
1114,10.333333333333334
1115,10.666666666666666
1116,7.333333333333333
1117,8.333333333333334
1118,7.666666666666667
1119,8.333333333333334
1120,7.333333333333333
1121,11.333333333333334
1122,13.666666666666666
1123,12.666666666666666
1124,12.666666666666666
1125,8.333333333333334
1126,9.0
1127,7.666666666666667
1128,7.666666666666667
1129,7.333333333333333
1130,7.333333333333333
1131,7.333333333333333
1132,7.333333333333333
1133,7.333333333333333
1134,7.333333333333333
1135,8.0
1136,7.333333333333333
1137,7.333333333333333
1138,7.333333333333333
1139,7.0
1140,6.666666666666667
1141,6.666666666666667
1142,6.666666666666667
1143,7.0
1144,6.666666666666667
1145,7.0
1146,6.666666666666667
1147,6.666666666666667
1148,6.666666666666667
1149,7.0
1150,6.666666666666667
1151,7.333333333333333
1152,6.666666666666667
1153,6.666666666666667
1154,6.666666666666667
1155,7.0
1156,6.666666666666667
1157,6.666666666666667
1158,6.666666666666667
1159,11.0
1160,7.333333333333333
1161,6.666666666666667
1162,7.0
1163,7.0
1164,10.333333333333334
1165,7.333333333333333
1166,9.666666666666666
1167,6.666666666666667
1168,6.666666666666667
1169,6.666666666666667
1170,7.0
1171,6.666666666666667
1172,6.666666666666667
1173,6.666666666666667
1174,6.666666666666667
1175,6.666666666666667
1176,6.666666666666667
1177,7.666666666666667
1178,8.666666666666666
1179,6.666666666666667
1180,7.0
1181,7.333333333333333
1182,7.666666666666667
1183,7.333333333333333
1184,7.666666666666667
1185,8.333333333333334
1186,7.666666666666667
1187,9.0
1188,7.333333333333333
1189,8.0
1190,9.666666666666666
1191,8.666666666666666
1192,7.333333333333333
1193,7.0
1194,6.666666666666667
1195,7.666666666666667
1196,6.666666666666667
1197,6.333333333333333
1198,7.0
1199,6.0
1200,5.666666666666667
1201,6.333333333333333
1202,6.666666666666667
1203,7.333333333333333
1204,7.333333333333333
1205,6.333333333333333
1206,6.333333333333333
1207,6.333333333333333
1208,6.333333333333333
1209,6.666666666666667
1210,6.666666666666667
1211,5.666666666666667
1212,6.666666666666667
1213,6.666666666666667
1214,6.666666666666667
1215,6.666666666666667
1216,6.333333333333333
1217,6.0
1218,4.666666666666667
1219,6.0
1220,6.333333333333333
1221,6.666666666666667
1222,7.666666666666667
1223,7.333333333333333
1224,7.666666666666667
1225,7.333333333333333
1226,7.666666666666667
1227,7.333333333333333
1228,7.333333333333333
1229,7.333333333333333
1230,7.0
1231,6.666666666666667
1232,7.0
1233,7.333333333333333
1234,7.0
1235,6.666666666666667
1236,7.0
1237,7.666666666666667
1238,6.666666666666667
1239,6.666666666666667
1240,7.333333333333333
1241,7.333333333333333
1242,6.666666666666667
1243,6.333333333333333
1244,7.0
1245,7.333333333333333
1246,7.666666666666667
1247,7.666666666666667
1248,7.666666666666667
1249,6.333333333333333
1250,7.666666666666667
1251,8.666666666666666
1252,7.666666666666667
1253,8.0
1254,8.0
1255,9.0
1256,8.333333333333334
1257,9.666666666666666
1258,8.0
1259,8.666666666666666
1260,9.333333333333334
1261,8.333333333333334
1262,9.0
1263,8.0
1264,8.333333333333334
1265,8.666666666666666
1266,7.0
1267,8.0
1268,8.333333333333334
1269,6.666666666666667
1270,8.333333333333334
1271,7.666666666666667
1272,8.333333333333334
1273,7.333333333333333
1274,7.0
1275,7.666666666666667
1276,8.0
1277,7.666666666666667
1278,7.333333333333333
1279,7.0
1280,7.333333333333333
1281,8.333333333333334
1282,8.0
1283,7.666666666666667
1284,7.666666666666667
1285,7.333333333333333
1286,8.666666666666666
1287,8.333333333333334
1288,7.666666666666667
1289,7.0
1290,7.333333333333333
1291,7.333333333333333
1292,5.666666666666667
1293,8.0
1294,6.666666666666667
1295,7.0
1296,8.333333333333334
1297,7.0
1298,7.0
1299,7.333333333333333
1300,6.666666666666667
1301,6.0
1302,6.333333333333333
1303,7.333333333333333
1304,5.0
1305,7.0
1306,6.333333333333333
1307,5.333333333333333
1308,6.666666666666667
1309,8.0
1310,6.666666666666667
1311,6.666666666666667
1312,7.0
1313,6.666666666666667
1314,7.333333333333333
1315,6.0
1316,6.333333333333333
1317,5.666666666666667
1318,6.0
1319,7.0
1320,5.333333333333333
1321,6.0
1322,6.333333333333333
1323,6.333333333333333
1324,6.666666666666667
1325,6.666666666666667
1326,6.333333333333333
1327,6.666666666666667
1328,6.666666666666667
1329,6.333333333333333
1330,7.0
1331,7.0
1332,7.666666666666667
1333,7.333333333333333
1334,8.0
1335,6.333333333333333
1336,6.666666666666667
1337,6.333333333333333
1338,7.333333333333333
1339,8.0
1340,7.333333333333333
1341,7.0
1342,7.333333333333333
1343,6.666666666666667
1344,6.333333333333333
1345,6.666666666666667
1346,7.666666666666667
1347,7.666666666666667
1348,5.333333333333333
1349,6.666666666666667
1350,5.333333333333333
1351,7.333333333333333
1352,8.666666666666666
1353,7.0
1354,7.333333333333333
1355,7.333333333333333
1356,7.666666666666667
1357,7.333333333333333
1358,7.333333333333333
1359,8.0
1360,8.333333333333334
1361,8.0
1362,6.0
1363,7.0
1364,8.0
1365,8.0
1366,8.0
1367,7.333333333333333
1368,7.0
1369,8.0
1370,8.666666666666666
1371,7.333333333333333
1372,9.666666666666666
1373,9.666666666666666
1374,9.0
1375,8.666666666666666
1376,7.0
1377,8.0
1378,9.333333333333334
1379,10.0
1380,9.0
1381,10.333333333333334
1382,10.0
1383,9.333333333333334
1384,9.0
1385,7.666666666666667
1386,7.0
1387,7.333333333333333
1388,9.333333333333334
1389,7.333333333333333
1390,10.0
1391,8.666666666666666
1392,10.0
1393,10.333333333333334
1394,9.0
1395,8.666666666666666
1396,7.0
1397,7.666666666666667
1398,8.0
1399,8.333333333333334
1400,10.666666666666666
1401,8.0
1402,9.333333333333334
1403,9.666666666666666
1404,9.666666666666666
1405,8.333333333333334
1406,8.333333333333334
1407,9.0
1408,9.0
1409,9.666666666666666
1410,9.0
1411,9.666666666666666
1412,8.333333333333334
1413,9.0
1414,6.666666666666667
1415,8.333333333333334
1416,6.333333333333333
1417,8.333333333333334
1418,7.333333333333333
1419,8.333333333333334
1420,8.666666666666666
1421,9.0
1422,7.333333333333333
1423,8.333333333333334
1424,8.666666666666666
1425,8.333333333333334
1426,8.666666666666666
1427,9.0
1428,9.333333333333334
1429,9.666666666666666
1430,9.666666666666666
1431,8.0
1432,10.0
1433,8.666666666666666
1434,8.333333333333334
1435,9.0
1436,9.333333333333334
1437,8.0
1438,9.333333333333334
1439,8.0
1440,8.333333333333334
1441,7.333333333333333
1442,8.666666666666666
1443,7.0
1444,7.0
1445,9.333333333333334
1446,8.0
1447,7.0
1448,7.0
1449,6.666666666666667
1450,8.666666666666666
1451,8.666666666666666
1452,6.666666666666667
1453,6.666666666666667
1454,7.666666666666667
1455,8.333333333333334
1456,7.333333333333333
1457,6.666666666666667
1458,9.0
1459,7.666666666666667
1460,7.0
1461,7.666666666666667
1462,6.333333333333333
1463,6.666666666666667
1464,6.333333333333333
1465,6.666666666666667
1466,6.666666666666667
1467,7.666666666666667
1468,7.333333333333333
1469,6.333333333333333
1470,6.666666666666667
1471,6.666666666666667
1472,6.666666666666667
1473,7.0
1474,6.333333333333333
1475,7.333333333333333
1476,7.333333333333333
1477,9.333333333333334
1478,9.333333333333334
1479,9.0
1480,8.0
1481,9.666666666666666
1482,8.666666666666666
1483,9.0
1484,7.333333333333333
1485,8.0
1486,7.333333333333333
1487,8.666666666666666
1488,7.0
1489,7.0
1490,7.333333333333333
1491,6.333333333333333
1492,9.666666666666666
1493,6.666666666666667
1494,8.333333333333334
1495,8.666666666666666
1496,10.0
1497,10.666666666666666
1498,9.0
1499,9.0
1500,9.666666666666666
1501,9.666666666666666
1502,9.333333333333334
1503,10.0
1504,8.0
1505,8.0
1506,8.0
1507,8.0
1508,7.333333333333333
1509,9.333333333333334
1510,9.0
1511,9.333333333333334
1512,9.0
