,ACF
185,7.1356143915660315
186,-1.0
187,-1.0
188,6.486232855316209
189,7.273816069396034
190,7.669911217971563
191,-1.0
192,6.925304321647362
193,6.708078541281655
194,5.138532145983336
195,-1.0
196,6.261695959857605
197,7.08117230337322
198,3.7857568585425923
199,6.18069700633888
200,6.939997361565814
201,-1.0
202,6.8673780958585215
203,4.184872447593274
204,4.94486896564017
205,2.986401022994487
206,3.3055162868607653
207,-1.0
208,5.940272679598461
209,5.682610354591808
210,3.7886175032192955
211,6.940294622602689
212,3.3099166499096038
213,-1.0
214,-1.0
215,6.645920337683353
216,-1.0
217,2.9793150729754374
218,6.8673719531607045
219,6.18294586158717
220,5.686176361498094
221,6.86717913999579
222,-1.0
223,6.646428196636569
224,1.434727703615365
225,4.3028560473772135
226,6.418634137108641
227,5.508333179249266
228,6.020332786814219
229,-1.0
230,5.47184362325087
231,6.420859338070211
232,6.722848927804976
233,-1.0
234,1.434844627780235
235,7.490585254479249
236,-1.0
237,-1.0
238,6.264893753042149
239,6.72008358082788
240,6.41965009389908
241,-1.0
242,4.945485632764958
243,-1.0
244,-1.0
245,4.94531108725953
246,6.646786961622099
247,5.686090643939857
248,-1.0
249,6.2623057372727775
250,2.988433666516656
251,6.419317199160707
252,6.721977497110739
253,-1.0
254,2.3257121687526
255,6.4182123196477505
256,-1.0
257,-1.0
258,-1.0
259,6.264345957775677
260,5.687327114463625
261,7.149639175338601
262,-1.0
263,-1.0
264,6.647413543633482
265,6.721013518468674
266,6.263823175518675
267,6.647364169532285
268,-1.0
269,6.265197210065284
270,6.868898181695975
271,6.2650765320511885
272,6.26325314912602
273,-1.0
274,-1.0
275,-1.0
276,-1.0
277,-1.0
278,-1.0
279,6.64741015355868
280,-1.0
281,-1.0
282,6.264239729773188
283,-1.0
284,5.686842090894048
285,6.264001053483883
286,-1.0
287,-1.0
288,6.265541304064674
289,6.265181286810186
290,6.264997650320091
291,-1.0
292,6.264762641175185
293,-1.0
294,-1.0
295,4.180686800815477
296,6.2656942039945545
297,6.184893680631141
298,-1.0
299,-1.0
300,2.3185950593070284
301,4.179869994758425
302,6.186082607006542
303,5.686398272706893
304,6.943746464792551
305,6.872397920935645
306,4.945832936016396
307,4.1798079857153105
308,6.187113505557992
309,4.945176590165446
310,5.687782152473597
311,1.4362572454638183
312,5.686773322351636
313,1.8065382346465624
314,6.265278726485788
315,-1.0
316,7.0801843736642205
317,4.18047652674175
318,-1.0
319,6.264306461326919
320,-1.0
321,6.263930161706674
322,6.647485171183616
323,5.685837435259131
324,-1.0
325,5.686752814034911
326,-1.0
327,5.68555718369981
328,6.722328741669129
329,6.265439846052223
330,-1.0
331,5.687453632267365
332,-1.0
333,5.687925631070361
334,2.987698896318054
335,6.944687662453852
336,6.4977744654175495
337,-1.0
338,4.9445991228982225
339,6.9413571447910325
340,-1.0
341,6.872592706662027
342,5.687797324291801
343,6.263639342421171
344,1.4361600423887781
345,1.4348464461866652
346,2.9897164827374803
347,4.94534056132356
348,-1.0
349,6.264164119762194
350,6.86899415914815
351,6.266649844360756
352,-1.0
353,6.265488948065913
354,-1.0
355,6.264498268345596
356,-1.0
357,4.179999592302314
358,4.179836414724208
359,4.180449925572304
360,6.649951660384123
361,-1.0
362,5.687431061775351
363,6.18637631561179
364,-1.0
365,6.4983108770975315
366,4.944902623646522
367,6.2666925047834
368,4.179335095841992
369,2.9860210266100293
370,-1.0
371,-1.0
372,-1.0
373,4.180311283575899
374,6.265363101174275
375,4.179906968919304
376,2.986349103926317
377,4.944594112137485
378,-1.0
379,1.4364283849764645
380,4.300581841287092
381,-1.0
382,6.2656188523861776
383,4.180113462006782
384,5.687915575272802
385,-1.0
386,2.983406736379778
387,-1.0
388,5.422761176780538
389,6.264997721157599
390,-1.0
391,1.8062330750087945
392,7.709529453758604
393,6.446040960833353
394,1.4364369996010053
395,1.4365768218670936
396,7.779006783720302
397,4.283045387617108
398,8.15219273984927
399,6.525759336754565
400,8.095218301060601
401,-1.0
402,-1.0
403,7.389074620309164
404,4.824865788770429
405,-1.0
406,-1.0
407,-1.0
408,-1.0
409,-1.0
410,-1.0
411,1.4364892429313443
412,7.724503430206605
413,8.33669387739675
414,-1.0
415,8.097727882149842
416,8.51847389111586
417,4.517251461242109
418,8.09764124485974
419,1.436080298146695
420,5.967107721653671
421,8.100571740735079
422,8.334495377861407
423,7.596558404208575
424,8.461204823482207
425,3.7645544991264956
426,8.467393682952421
427,8.334196848022435
428,7.911849695459396
429,5.439888399122659
430,7.723619343568049
431,5.249460708090311
432,8.338549375281666
433,1.4363042942534123
434,8.16103522426583
435,7.527347564172092
436,7.785890992872135
437,7.784755981815857
438,7.3914933927329685
439,1.4363918200383292
440,8.159527227924416
441,7.788032391107252
442,8.460966502028059
443,7.789981971453529
444,6.680938815820799
445,7.526405755397582
446,1.4366346253896727
447,8.340165373048617
448,-1.0
449,8.338473676137568
450,8.157882589395937
451,1.4363002849157274
452,7.524561441017222
453,6.288197269920153
454,8.161335558860543
455,7.784934700871806
456,-1.0
457,7.974174286730662
458,8.459090698384209
459,1.4360887331307868
460,7.783521065440946
461,2.343098828326737
462,6.048995343768226
463,8.10177055279808
464,7.788776923050383
465,7.789799068481582
466,7.524882771016803
467,-1.0
468,-1.0
469,1.4363809166178167
470,7.784700933673267
471,-1.0
472,8.102642359004951
473,7.720027472591777
474,7.780709707523998
475,7.114338382110923
476,8.276128962402764
477,7.590569534856097
478,1.8092754064317185
479,7.78632167996762
480,1.4365495595329372
481,7.522756508568111
482,1.43637010465956
483,8.62961416328017
484,8.098218549096021
485,7.972242556223424
486,7.526956548599747
487,-1.0
488,-1.0
489,1.4362465462490621
490,8.331833134904166
491,8.15448381237031
492,8.096072510006056
493,6.674855490863423
494,7.316552420350013
495,7.518502914031169
496,8.272610792901958
497,-1.0
498,1.4361795486232554
499,5.703225985129528
500,1.4364286908338109
501,-1.0
502,7.907896724924805
503,1.4360824204665341
504,1.4365776535749468
505,1.4360925656434311
506,6.518282611021181
507,7.9060091990544645
508,7.786520237644019
509,1.4363014607724005
510,-1.0
511,-1.0
512,8.091236547352649
513,-1.0
514,1.4365501702883836
515,8.337651426062358
516,8.272200884954872
517,1.436570958259916
518,5.250424540840088
519,7.901522786215527
520,4.523860679985031
521,1.4364286012591785
522,6.519527418130825
523,7.385348351120553
524,-1.0
525,1.4364726593263406
526,8.098094420656215
527,1.8092097879009523
528,-1.0
529,-1.0
530,1.436362608659581
531,7.909167610258013
532,1.4365084254393559
533,7.904588727816468
534,8.151560234114699
535,7.782115043463837
536,1.4364705424333177
537,7.902020853739106
538,7.773913560608063
539,7.5811701114010885
540,-1.0
541,-1.0
542,7.781018845339651
543,1.4363029030556123
544,5.249800897402218
545,7.7841786619202775
546,1.436364442208413
547,-1.0
548,7.51997278243372
549,1.4364112440752745
550,4.5221085435871435
551,6.2860034156371
552,8.088202116462293
553,-1.0
554,1.4364747146968788
555,1.4366272871442822
556,1.4365664657724952
557,8.276509113452995
558,8.094055888365705
559,1.4363854283803763
560,5.956094404701984
561,8.155441421625577
562,7.586075978631309
563,8.625658833847691
564,7.9648294951702425
565,1.436309282753196
566,7.968682228366717
567,8.15003446072412
568,7.960099727681968
569,7.963082327648243
570,8.089581131669167
571,7.967065858464586
572,7.902944612833506
573,1.436792743972522
574,-1.0
575,7.965336834682322
576,1.4361997473850583
577,5.959778199108386
578,1.4367255866849036
579,7.7759552419603715
580,7.384944275965517
581,1.4362341195641661
582,-1.0
583,-1.0
584,8.092126658581284
585,7.777665250207654
586,1.4364360640671998
587,7.11426111596913
588,4.175546326455635
589,6.874089296371565
590,5.691515572968404
591,6.873709170669982
592,7.082712411177793
593,6.728012773439894
594,6.872131446488664
595,1.8062938045164632
596,6.1900096004691525
597,6.7299529061771715
598,5.691444006730097
599,7.288602203437598
600,6.943594737578491
601,2.834039945969241
602,7.353764499806386
603,6.87237321494252
604,7.352720817958405
605,6.4277403304973
606,6.873316939701401
607,6.272819723778111
608,6.730019077527439
609,6.730899442720364
610,-1.0
611,6.032249556476761
612,6.943178470546523
613,6.19187167011976
614,6.871409050919841
615,7.353708139012358
616,5.774801345384606
617,7.354739569387126
618,6.87202715684345
619,6.871471818196043
620,6.726986346515418
621,6.872649075565431
622,6.727721714613423
623,-1.0
624,6.871361251840284
625,6.941276054317644
626,6.72728199102884
627,6.502770952063803
628,7.35521101697607
629,6.873395002654354
630,6.871971822722683
631,6.269377108855815
632,5.689704396578337
633,6.270809122536348
634,6.7282938668785865
635,6.727043239105854
636,6.871720612067527
637,6.873448765872579
638,6.8726776775208185
639,5.690022550587755
640,6.727357334257391
641,6.944296509387996
642,6.729013569300599
643,6.871957569918582
644,6.871719010541815
645,6.871843746591596
646,6.872965299440516
647,6.873144569513028
648,6.7279329924067985
649,6.8719426528375385
650,6.872776335765795
651,6.872757620598863
652,7.151833270961007
653,-1.0
654,6.270548099577142
655,6.502760715787098
656,7.081911765794079
657,6.426849335838315
658,6.271783838889966
659,4.940099741050697
660,6.872792667692222
661,6.271458294902741
662,6.871951406475913
663,6.27066599706676
664,6.87251411412544
665,5.689282780092868
666,5.689374028287165
667,6.727370147121714
668,5.689617240694895
669,6.425555685050658
670,6.726741391214569
671,6.871751422508418
672,6.8741628708262645
673,6.871656628202115
674,6.871939565191823
675,6.872941350361976
676,6.871936454738596
677,6.726905656319085
678,6.727667987315651
679,6.871708319135989
680,6.873416778603667
681,6.873463720953583
682,6.727612807297785
683,5.68945291012777
684,6.271919945168173
685,6.5036853201168405
686,7.28623769901068
687,-1.0
688,6.871100351201336
689,6.653328065393223
690,6.870815866315561
691,6.425285672869913
692,6.872654815146269
693,-1.0
694,6.871822137842873
695,6.871449547302729
696,6.726449401933259
697,6.871355169680615
698,5.689418046457507
699,6.872885153278043
700,6.872272868539806
701,6.872217125552468
702,6.7276170901208205
703,6.870571488591356
704,7.2856805435400505
705,5.688203223969058
706,6.86581860446219
707,7.920113619065507
708,6.932693784813052
709,6.86361918593119
710,6.867502539147378
711,6.72516492077934
712,7.281274511668262
713,6.868707615979125
714,6.8704819813711575
715,4.940537620122716
716,6.728165003504592
717,-1.0
718,7.28805599199954
719,6.86843239205837
720,6.722718039794885
721,5.686760900646959
722,6.866988829776461
723,4.938194408082033
724,6.871439122081272
725,-1.0
726,6.942372684959718
727,6.871923799278938
728,6.268192415732984
729,6.726591234631611
730,6.268403958262735
731,6.872002039812039
732,2.9788285216148043
733,6.870237170192121
734,7.148955205582739
735,6.267479326903687
736,5.687170924145108
737,6.271340028513922
738,6.872548996111564
739,6.873581953458407
740,6.943694099878674
741,5.686138247099091
742,6.871292754283355
743,6.426831802762964
744,6.424874027981658
745,4.938521555037064
746,6.87194441926585
747,6.267693360495633
748,7.1495141740890835
749,6.871767327969182
750,1.4361784121093486
751,6.872209735297914
752,6.726630709312006
753,6.871254365559511
754,7.148773570203743
755,6.871437981623344
756,7.149571076065881
757,6.870687597696126
758,4.175844048388086
759,6.871141677859792
760,6.870159153530889
761,6.267952440131042
762,6.870834826499046
763,6.871201126394183
764,6.871939142669523
765,7.1480939747413785
766,6.871259000662248
767,6.871548909784211
768,6.871169110837147
769,6.870235203949824
770,6.871095222371212
771,6.870626780077676
772,6.8721656456119735
773,6.870779947322233
774,6.266861103936423
775,6.941385406551171
776,6.870419552905681
777,6.8716635004002065
778,5.6854975178638805
779,6.871361571516406
780,6.869355853285745
781,6.870209915944268
782,5.685420658623478
783,6.941885214552892
784,6.4460519012440285
785,-1.0
786,7.901877921883057
787,8.266726669223365
788,9.125900888633055
789,8.853232968914288
790,-1.0
791,5.2518076390382715
792,7.963128487501876
793,2.337124962158045
794,8.792177559982699
795,7.70880483156838
796,8.84416675551777
797,1.4352323603850137
798,1.8068007146592058
799,7.770830674933257
800,6.026122565229152
801,9.647338632789214
802,9.12398353587747
803,4.281924703720086
804,1.4366713861281915
805,6.022795819094004
806,8.253239715905853
807,-1.0
808,-1.0
809,8.797313832249086
810,8.510214946949729
811,6.862687543449977
812,8.088548677920558
813,9.34616706683661
814,8.122496176473202
815,-1.0
816,-1.0
817,5.676080462773083
818,-1.0
819,11.354846406266562
820,9.293344796236214
821,9.022814109629739
822,9.185513514481245
823,-1.0
824,5.76881720052162
825,-1.0
826,9.125709948612652
827,-1.0
828,-1.0
829,3.5065017326539643
830,5.418240809035994
831,-1.0
832,-1.0
833,8.14021120458894
834,-1.0
835,8.14110971262516
836,-1.0
837,7.580375658872555
838,-1.0
839,6.730290142480447
840,-1.0
841,7.952128479168525
842,8.62517917380646
843,-1.0
844,7.891940761528032
845,5.2390748605160775
846,8.964983218322658
847,-1.0
848,5.948883073327017
849,8.145036041305808
850,7.710595549461887
851,7.775856593877767
852,-1.0
853,2.8842434362416167
854,6.8760666194896
855,4.281754546569537
856,7.708545970574499
857,8.620556557407696
858,8.623783405779976
859,9.126413121230955
860,-1.0
861,-1.0
862,2.5521745605765553
863,4.518715094588406
864,4.520820318187914
865,2.5545696843902754
866,-1.0
867,-1.0
868,-1.0
869,7.766855369608781
870,4.287500396963637
871,5.145904866683784
872,8.32274972757449
873,7.505869482858283
874,7.167252624391176
875,-1.0
876,6.954656636298144
877,5.957139526915645
878,7.573736451592015
879,-1.0
880,2.5476410033216896
881,7.307149446942694
882,8.084767064171313
883,6.040247175248429
884,7.373868243311793
885,-1.0
886,8.08738563303702
887,5.958520430355766
888,8.142692102578158
889,4.628674212903575
890,7.304828032807425
891,2.333273928842953
892,-1.0
893,8.32585426827946
894,6.279331225893802
895,8.447737214367999
896,4.954220168193884
897,6.512891045255009
898,-1.0
899,-1.0
900,4.5210572296095375
901,5.960049389463892
902,2.5414928012928373
903,7.509459181042185
904,8.269325127923427
905,-1.0
906,2.552388844383878
907,6.037789169788224
908,7.511485728708246
909,4.630647029320292
910,7.958354281603148
911,2.876859108914704
912,-1.0
913,5.430869623575545
914,8.149473672770839
915,-1.0
916,7.510785676764545
917,-1.0
918,8.443607786357754
919,7.775006587232391
920,8.082997841820674
921,-1.0
922,6.041996976163232
923,8.448981989784912
924,4.158801209375576
925,7.894698500825853
926,7.960997283267841
927,-1.0
928,5.431154866893389
929,7.899993965646223
930,3.3292987927422675
931,7.309401876615229
932,2.3285124938004085
933,8.331544942786019
934,4.5185032273295365
935,8.148585628144904
936,7.572975879125971
937,3.7573402450739746
938,7.701160727973379
939,8.326123610219204
940,-1.0
941,2.333406695015148
942,5.787602490000885
943,7.702968494133166
944,3.7542459714525016
945,7.167628087067326
946,8.266636877489306
947,-1.0
948,8.328749252629168
949,6.205586844544269
950,3.4675654064476986
951,5.959228060182058
952,7.768738319690571
953,2.5530420933024205
954,8.846172395408532
955,7.957853410272383
956,7.165953177953738
957,1.8064965827486812
958,5.432244484488393
959,7.3731224584323325
960,8.141826992009872
961,-1.0
962,2.3369874650327915
963,4.1576648637234745
964,6.435312586685204
965,-1.0
966,8.324489389805645
967,4.947375705254782
968,8.443713823146442
969,6.2805578552584285
970,7.962485938395272
971,-1.0
972,8.145762132306016
973,5.432533830729659
974,7.50341157730404
975,7.572886595930846
976,8.144396878537755
977,-1.0
978,4.521218187558081
979,6.515274244094779
980,-1.0
981,3.0225112183533973
982,5.14918549022461
983,-1.0
984,-1.0
985,-1.0
986,5.149711051664826
987,4.531459599488457
988,-1.0
989,-1.0
990,-1.0
991,6.5062448702240205
992,-1.0
993,-1.0
994,-1.0
995,-1.0
996,-1.0
997,5.94789510849098
998,-1.0
999,-1.0
1000,7.159174653006781
1001,-1.0
1002,4.95324328086798
1003,-1.0
1004,-1.0
1005,-1.0
1006,-1.0
1007,-1.0
1008,-1.0
1009,-1.0
1010,-1.0
1011,-1.0
1012,3.465146960025625
1013,-1.0
1014,-1.0
1015,2.8758886310889666
1016,-1.0
1017,-1.0
1018,-1.0
1019,-1.0
1020,-1.0
1021,-1.0
1022,-1.0
1023,-1.0
1024,6.193160340374969
1025,-1.0
1026,-1.0
1027,6.429369772190755
1028,-1.0
1029,4.95118888420964
1030,-1.0
1031,-1.0
1032,5.429108821253864
1033,-1.0
1034,-1.0
1035,-1.0
1036,-1.0
1037,-1.0
1038,-1.0
1039,-1.0
1040,-1.0
1041,-1.0
1042,-1.0
1043,-1.0
1044,-1.0
1045,-1.0
1046,-1.0
1047,1.4369120904970762
1048,-1.0
1049,1.8085186880539195
1050,-1.0
1051,1.4368743517973708
1052,-1.0
1053,-1.0
1054,-1.0
1055,-1.0
1056,1.8085800373705503
1057,-1.0
1058,1.4356933416589268
1059,1.4369297292584198
1060,1.4359521511515785
1061,5.781158981779427
1062,-1.0
1063,-1.0
1064,-1.0
1065,-1.0
1066,-1.0
1067,-1.0
1068,-1.0
1069,5.148639094509992
1070,-1.0
1071,-1.0
1072,-1.0
1073,-1.0
1074,-1.0
1075,7.3622192535783455
1076,-1.0
1077,-1.0
1078,-1.0
1079,-1.0
1080,-1.0
1081,-1.0
1082,-1.0
1083,-1.0
1084,1.4368644131413824
1085,-1.0
1086,-1.0
1087,4.532698172915224
1088,7.2918414946746735
1089,-1.0
1090,-1.0
1091,4.850654835833822
1092,-1.0
1093,-1.0
1094,-1.0
1095,7.1551111869592035
1096,-1.0
1097,7.356537347425677
1098,-1.0
1099,-1.0
1100,-1.0
1101,6.190444605390797
1102,-1.0
1103,-1.0
1104,-1.0
1105,-1.0
1106,4.534550573188705
1107,-1.0
1108,1.434782486262717
1109,1.4370347730281077
1110,9.513692080758945
1111,10.484988446674697
1112,-1.0
1113,10.839962058592972
1114,5.428746730937094
1115,-1.0
1116,-1.0
1117,2.3309513593942404
1118,-1.0
1119,-1.0
1120,-1.0
1121,-1.0
1122,7.139508446545678
1123,9.616596707855079
1124,9.017939115261344
1125,1.4363967664259565
1126,-1.0
1127,7.086534183853007
1128,-1.0
1129,-1.0
1130,-1.0
1131,-1.0
1132,-1.0
1133,-1.0
1134,-1.0
1135,-1.0
1136,-1.0
1137,-1.0
1138,3.01400533263301
1139,-1.0
1140,-1.0
1141,-1.0
1142,-1.0
1143,1.4369859008804857
1144,-1.0
1145,1.4370508882218704
1146,-1.0
1147,-1.0
1148,-1.0
1149,-1.0
1150,-1.0
1151,4.1816400962933145
1152,-1.0
1153,-1.0
1154,-1.0
1155,-1.0
1156,-1.0
1157,-1.0
1158,-1.0
1159,7.586676599881301
1160,-1.0
1161,-1.0
1162,-1.0
1163,-1.0
1164,9.111928321909202
1165,1.4366636649220768
1166,7.750584738971849
1167,-1.0
1168,-1.0
1169,-1.0
1170,-1.0
1171,-1.0
1172,-1.0
1173,-1.0
1174,-1.0
1175,-1.0
1176,6.73061495614726
1177,6.939891509403199
1178,6.923794880607399
1179,6.646322293643999
1180,-1.0
1181,1.8072748110797903
1182,6.266390468843053
1183,6.8713816721658745
1184,6.862458264924275
1185,6.258443654412625
1186,7.289867429091844
1187,3.7567683429511014
1188,-1.0
1189,-1.0
1190,7.883435246684919
1191,5.229447904550553
1192,-1.0
1193,5.223018857463054
1194,-1.0
1195,6.889454456397854
1196,4.6042293732452055
1197,6.655670129607461
1198,6.651174493858277
1199,6.26199789110551
1200,5.66589100645868
1201,6.2603992567141855
1202,2.976518723502279
1203,6.940040551427877
1204,2.969209167416746
1205,6.875705045552825
1206,-1.0
1207,-1.0
1208,4.92561517585231
1209,4.923443685766435
1210,6.262115568303069
1211,1.8061946785293421
1212,6.258130143173196
1213,5.670383606834054
1214,6.257994273254528
1215,-1.0
1216,5.671665070114367
1217,7.078393171734328
1218,-1.0
1219,-1.0
1220,4.91883855795482
1221,4.922400372839737
1222,6.869785771783121
1223,7.337145425822835
1224,6.70978597652321
1225,5.664844505891696
1226,-1.0
1227,6.008713316302315
1228,4.180381321013924
1229,6.932646420833923
1230,6.715550337835829
1231,-1.0
1232,1.4348659553291776
1233,6.272476184435388
1234,6.507436958127734
1235,3.3054671352280365
1236,5.928361256334327
1237,6.4076106597035585
1238,6.256393930773531
1239,6.255248423331665
1240,6.642956351845295
1241,6.862828017741882
1242,5.669937242933188
1243,-1.0
1244,-1.0
1245,6.188686869300156
1246,6.727757887291373
1247,6.649794240475821
1248,6.25825074114015
1249,6.256655983418022
1250,6.2528938009604165
1251,6.1711890641061595
1252,6.860911851867905
1253,6.2483074168811
1254,7.541487065967474
1255,4.829368663609537
1256,7.75202233812504
1257,7.76543750770056
1258,-1.0
1259,-1.0
1260,-1.0
1261,7.353497185203643
1262,7.538375669561382
1263,7.355849072396833
1264,6.868990227294569
1265,-1.0
1266,6.273194190276334
1267,-1.0
1268,6.426180646387919
1269,-1.0
1270,6.272522740773472
1271,1.436592196090292
1272,-1.0
1273,7.082456122273087
1274,7.1498104415476424
1275,5.763748071469729
1276,7.27530429528736
1277,6.8644218203481495
1278,6.8592067821358365
1279,6.25680497476026
1280,6.935921210072065
1281,7.277021289784993
1282,-1.0
1283,2.8708210311896516
1284,-1.0
1285,-1.0
1286,6.939649319404719
1287,7.077112972935089
1288,4.2951563793910985
1289,6.716354603988068
1290,5.753545789523649
1291,6.939364015358076
1292,-1.0
1293,6.943891914758384
1294,4.159664692281587
1295,-1.0
1296,6.960026691817592
1297,7.105078702161467
1298,5.941216247694904
1299,6.881937406168294
1300,7.752122434601281
1301,6.5069169400202895
1302,6.656890661090062
1303,-1.0
1304,-1.0
1305,6.729424402141934
1306,6.425474504559826
1307,6.183681553690802
1308,6.963289915260679
1309,7.172043753418768
1310,7.172693797373882
1311,7.170397213779679
1312,6.42842114781122
1313,6.732660200691967
1314,6.494766027121127
1315,6.260243531806691
1316,6.259657940536861
1317,6.4217914276637424
1318,6.6477207982806945
1319,6.6458925805974856
1320,-1.0
1321,-1.0
1322,3.0256189454505997
1323,6.2742352010376985
1324,4.92198260689042
1325,6.2540488379491155
1326,6.253685127868893
1327,2.969220786735752
1328,6.25535186163421
1329,-1.0
1330,5.753714881292067
1331,4.921979402711871
1332,6.633094749252812
1333,6.7171102906461435
1334,7.3041830685870766
1335,-1.0
1336,6.512924232025071
1337,7.092590580918502
1338,7.295024175714848
1339,6.009661590228858
1340,-1.0
1341,-1.0
1342,5.126876811433049
1343,6.658328992486704
1344,-1.0
1345,-1.0
1346,7.085616814462204
1347,7.300441351720154
1348,-1.0
1349,6.282122048670264
1350,4.909839713343036
1351,6.0209541270416045
1352,6.8739750435778335
1353,6.193936443704115
1354,6.872655283278768
1355,-1.0
1356,5.511745809988027
1357,6.27193426122264
1358,6.424672346471456
1359,-1.0
1360,-1.0
1361,6.957229240186005
1362,6.195355919860038
1363,6.277274681086557
1364,6.659398833447614
1365,7.5517812527762835
1366,5.401731795481641
1367,4.829397707605907
1368,-1.0
1369,7.357179729939438
1370,6.713581096698208
1371,6.723793273042816
1372,-1.0
1373,-1.0
1374,-1.0
1375,-1.0
1376,-1.0
1377,-1.0
1378,4.511609746876312
1379,7.322507690568944
1380,-1.0
1381,1.4360917821423966
1382,-1.0
1383,7.97411240686953
1384,-1.0
1385,-1.0
1386,-1.0
1387,-1.0
1388,-1.0
1389,-1.0
1390,-1.0
1391,-1.0
1392,-1.0
1393,-1.0
1394,-1.0
1395,-1.0
1396,-1.0
1397,-1.0
1398,-1.0
1399,-1.0
1400,1.4363134934067985
1401,-1.0
1402,-1.0
1403,-1.0
1404,-1.0
1405,-1.0
1406,-1.0
1407,-1.0
1408,5.245008821680918
1409,-1.0
1410,-1.0
1411,-1.0
1412,-1.0
1413,-1.0
1414,-1.0
1415,-1.0
1416,-1.0
1417,7.912247378211086
1418,-1.0
1419,-1.0
1420,-1.0
1421,-1.0
1422,-1.0
1423,-1.0
1424,7.9122442386095555
1425,-1.0
1426,-1.0
1427,-1.0
1428,-1.0
1429,-1.0
1430,-1.0
1431,8.340823161328993
1432,-1.0
1433,-1.0
1434,-1.0
1435,-1.0
1436,1.4360793656243602
1437,-1.0
1438,-1.0
1439,-1.0
1440,-1.0
1441,-1.0
1442,-1.0
1443,-1.0
1444,-1.0
1445,-1.0
1446,6.680816573163484
1447,-1.0
1448,-1.0
1449,-1.0
1450,-1.0
1451,-1.0
1452,-1.0
1453,-1.0
1454,6.969528229883078
1455,4.519048896378334
1456,-1.0
1457,1.4362085852061666
