,VFF
202,0.6480590661406215
203,0.6662462293880753
204,0.6432742115433985
205,0.6619887204134804
206,0.6649981188025214
207,0.6824459645918921
208,0.6980271779999535
209,0.7090407343319457
210,0.7243646416709897
211,0.7263291426942381
212,0.6639222094335938
213,0.681836449420415
214,0.6366696701769502
215,0.5391824001623214
216,0.6931657471140438
217,0.6536892579201907
218,0.6745220423346393
219,0.695373687821439
220,0.6632603447508042
221,0.6709103026378213
222,0.6489956462593061
223,0.7018221537832249
224,0.6814681538211322
225,0.7493059416319661
226,0.6550036179895429
227,0.7238601314296582
228,0.6845361996111526
229,0.6511489833667504
230,0.637078514046608
231,0.7401746026470576
232,0.7014443901773155
233,0.7447947913489104
234,0.6889748581801047
235,0.6821405730552542
236,0.7088247260618593
237,0.7006563190220801
238,0.7317084916495042
239,0.6834700116945007
240,0.6865867306742136
241,0.6835968115290963
242,0.6607160122624189
243,0.6994705367705988
244,0.6837907674558727
245,0.6945773145978202
246,0.6893079267833845
247,0.7239807859173405
248,0.683214773333759
249,0.6867504437622227
250,0.7087183830123461
251,0.7007573458246071
252,0.7321492453161318
253,0.7739558605353448
254,0.6759272906777344
255,0.6823428688104209
256,0.6975113033643082
257,0.6864863284716916
258,0.7512731825440544
259,0.7563962839471359
260,0.7281949327988075
261,0.6834969888666547
262,0.7020164349155148
263,0.7873476450503116
264,0.6966745018305252
265,0.6836506497731539
266,0.6934547767356495
267,0.6863872615077956
268,0.7046036650939428
269,0.674678794619676
270,0.6802982504269632
271,0.7050347559616692
272,0.7267737896608927
273,0.6971628307269773
274,0.686034043639568
275,0.7268267402377292
276,0.7089503401626306
277,0.7629917273471543
278,0.7299760363217435
279,0.6829180794565957
280,0.6770488111527148
281,0.6905769233023203
282,0.6759801254800294
283,0.7210704577621069
284,0.7002905205058403
285,0.7283614641209883
286,0.7320034502308446
287,0.712634837076628
288,0.7143063385557371
289,0.7492458710621387
290,0.7543697097890796
291,0.6746407922827629
292,0.7122820559811548
293,0.7063752169020482
294,0.7095936064423591
295,0.6601273456606211
296,0.6966499872155738
297,0.691693350051759
298,0.7201142613221968
299,0.6705797732635393
300,0.6841978116719871
301,0.7226021613895688
302,0.7043260573364996
303,0.7184437059172332
304,0.6882263132189627
305,0.7084950560811186
306,0.6640348245236078
307,0.7570408475595822
308,0.7060017052206542
309,0.6846929360786865
310,0.678732917916062
311,0.7342844555962458
312,0.6609521793993819
313,0.6774520895962615
314,0.6803562738387161
315,0.6742997092700161
316,0.6951374429211387
317,0.6821024750459529
318,0.6892689734228673
319,0.7257890440394387
320,0.6915980246640115
321,0.7438209245021575
322,0.6916063395106876
323,0.7320539594613633
324,0.7318425354325951
325,0.6856375396833755
326,0.7155750462747063
327,0.7282428998836076
328,0.7274948323884349
329,0.707364899526399
330,0.7220791131060097
331,0.7506132067495986
332,0.722973028833217
333,0.717242837507198
334,0.6422689371165786
335,0.6994064923382992
336,0.7334797772281639
337,0.7165023273715206
338,0.7031720957151871
339,0.6965377108025544
340,0.7546971830963025
341,0.7178627312861341
342,0.6944651826776279
343,0.7320187700218288
344,0.6935470402363272
345,0.7190933397409189
346,0.6868542972263304
347,0.7219216623784552
348,0.6974824201900981
349,0.7325392233873539
350,0.6896325126251839
351,0.706643155619904
352,0.7710825333184669
353,0.7529147769611764
354,0.6956094676953852
355,0.6628038723705969
356,0.7218935350126165
357,0.7153024145993915
358,0.7591837327896271
359,0.7202903697510026
360,0.6899460054697961
361,0.7074064991584829
362,0.6848882547721324
363,0.726363052243914
364,0.7106797277023615
365,0.750328051466023
366,0.6769668965398224
367,0.6619537298576369
368,0.7349784129775383
369,0.7171117599389705
370,0.7034406878835797
371,0.6793698002595816
372,0.6740769552007602
373,0.7210263561182723
374,0.7372900317243204
375,0.7037431071304543
376,0.6940064754886093
377,0.7121516335617254
378,0.70320996738956
379,0.7044553378444539
380,0.6888936149659677
381,0.6880253928940318
382,0.6756066328040943
383,0.747685202027716
384,0.7684683182014009
385,0.7096748273525592
386,0.7265138985208529
387,0.6474408386424368
388,0.7209787308297175
389,0.7176800790384245
390,0.6630738897851276
391,0.7155067256556935
392,0.6344872267021999
393,0.6716252246540326
394,0.6572574527571619
395,0.7193594212618177
396,0.630046451652123
397,0.6623448003897761
398,0.5857057736422289
399,0.6567223207885577
400,0.6105090182895362
401,0.7072387281135134
402,0.6950229027300918
403,0.576972107078228
404,0.6732823684168138
405,0.6672398609518451
406,0.6905349525249209
407,0.6638697689018553
408,0.6798533597604978
409,0.6898447240940376
410,0.6623640903588659
411,0.6298445772481349
412,0.5773199696292673
413,0.6552334584047698
414,0.6460033541066521
415,0.5815325813711221
416,0.6005180121994855
417,0.6066060294754957
418,0.5690346481692063
419,0.6502693591433172
420,0.5915406279134535
421,0.5934574036053516
422,0.6220621533764998
423,0.6553071306727091
424,0.6817874781928378
425,0.672062184371814
426,0.5941289842838757
427,0.6582190556089884
428,0.6178049994089114
429,0.6357201145352199
430,0.6037001949448061
431,0.6271879326036737
432,0.5890224816988937
433,0.6381422324745432
434,0.6624462724232935
435,0.6320585339544655
436,0.6206104080955357
437,0.6590128708805087
438,0.6344549863951571
439,0.6529543343391395
440,0.6344336090353792
441,0.6047265841970986
442,0.6229799397354283
443,0.6122639714122162
444,0.6186922795066548
445,0.6145911806992196
446,0.6482626248289819
447,0.6250990628445301
448,0.6397917578308516
449,0.5865080476252356
450,0.6373781575589517
451,0.6482642106319475
452,0.6131108126110224
453,0.6676716145332564
454,0.6429702905083355
455,0.6369804615497655
456,0.6811963022287276
457,0.6443458222684693
458,0.6345566974024437
459,0.6236575248971262
460,0.6307507457151029
461,0.6751658138853301
462,0.6398147295213964
463,0.6239376968193157
464,0.6243835999243184
465,0.5950444321903544
466,0.6635056211832026
467,0.6448823579649875
468,0.6578361369285103
469,0.6346777108785495
470,0.6199935291255088
471,0.6814845908184107
472,0.603053401110253
473,0.6337753452658084
474,0.6558543254249998
475,0.659410265522657
476,0.6535043133654908
477,0.6839235068859265
478,0.6811480356761777
479,0.6464536767410499
480,0.6151375179817713
481,0.6557857283001133
482,0.6349234102549876
483,0.6480904667685152
484,0.6443790827144825
485,0.6629820180430092
486,0.5983095326391198
487,0.676555282572309
488,0.6701464951770562
489,0.7145704129365488
490,0.6884147814847774
491,0.6232504858519491
492,0.5809190711721693
493,0.6582113440488339
494,0.624800772852964
495,0.6558554504855809
496,0.6490392124105269
497,0.738586848029688
498,0.6594988016892163
499,0.65306303260508
500,0.6649206341992767
501,0.6480740801209021
502,0.6388891612925655
503,0.6620550803466116
504,0.7067319511581288
505,0.6448036237496122
506,0.6451528541349107
507,0.6902348293172804
508,0.6633702321702735
509,0.6766345958274965
510,0.6437063960342129
511,0.6976451978577387
512,0.6004696842882077
513,0.704102989698799
514,0.666764173058219
515,0.5995859259834805
516,0.6141660132878658
517,0.6526190068995708
518,0.6667993050553935
519,0.7127558361991907
520,0.7304395108961697
521,0.6597560240010917
522,0.6609878645368004
523,0.6737110187473835
524,0.6589796407376617
525,0.6838926443851915
526,0.5608672152179471
527,0.7483568553440509
528,0.679862264712053
529,0.6655607960248727
530,0.6873127415209236
531,0.608056028470771
532,0.6619549604328252
533,0.6375623028217887
534,0.7305839661141629
535,0.6616893699680049
536,0.6670855883141725
537,0.6209800645599467
538,0.6454481942461272
539,0.6738953773815953
540,0.6858850535170411
541,0.68485195272565
542,0.6775606049655566
543,0.6955552396641718
544,0.6909593571899186
545,0.6621266257819988
546,0.6035600249494858
547,0.6978945336189911
548,0.6981623306497136
549,0.6879136176881052
550,0.6477704758706349
551,0.6376841913011607
552,0.6688433735139232
553,0.6713531379267001
554,0.7173078722457523
555,0.6987941779023159
556,0.6693454065187686
557,0.6509015667037539
558,0.6276102910766524
559,0.668094498777275
560,0.6640503230417597
561,0.6684257014313059
562,0.7248755990369669
563,0.5500500436585724
564,0.5958053700464161
565,0.640032872015909
566,0.6487808709323833
567,0.6405655221179262
568,0.6790720975700291
569,0.6983986792780312
570,0.6210892097551973
571,0.6615956205142778
572,0.6313950909725409
573,0.674403550260042
574,0.662018618271929
575,0.6999619953113378
576,0.6833032511081429
577,0.6243150346531892
578,0.6537539075441111
579,0.6945755577732204
580,0.6496631665086077
581,0.6671684023182601
582,0.6721495870790235
583,0.6450373583199593
584,0.6086357986878309
585,0.6411037386445594
586,0.6892040279611557
587,0.692737141432005
588,0.7010229409364251
589,0.7040767765164606
590,0.7085480380742938
591,0.7064010733570919
592,0.6798467629173731
593,0.6981876053707214
594,0.7021341647341609
595,0.7175644821795718
596,0.7197791680924716
597,0.7020251346421663
598,0.6926834198641094
599,0.7053416142196838
600,0.7007497506411157
601,0.6940448601284395
602,0.7097523418632041
603,0.704427437781294
604,0.7142437086275699
605,0.7041790334837853
606,0.6963126813930327
607,0.7027848804990755
608,0.694775342884672
609,0.6876547268320474
610,0.7036816225114674
611,0.6842547320253042
612,0.7111441621396667
613,0.6795422629597636
614,0.6942491107398658
615,0.6621898926244848
616,0.6942331771216129
617,0.6790966942941761
618,0.6971149735484325
619,0.7139993305599508
620,0.6994433807747528
621,0.7022781512864597
622,0.694379799334085
623,0.702527688116645
624,0.6795636198060753
625,0.6989049724040601
626,0.6943665056039681
627,0.7009148881208112
628,0.697093864831362
629,0.682734849058263
630,0.702209372824693
631,0.7065386828959936
632,0.7316869656807934
633,0.6976365572128111
634,0.7142005237716776
635,0.716425434049971
636,0.7025322958757169
637,0.6898559952531416
638,0.7172307426741803
639,0.6850395784380444
640,0.660167267606071
641,0.6812292177849504
642,0.723282920943389
643,0.7047959555253047
644,0.7051800340400589
645,0.7051550516305601
646,0.6944857117244259
647,0.6731446175327255
648,0.7025399537495082
649,0.6970981066030735
650,0.7107885987999666
651,0.6860820641894378
652,0.6734948029363008
653,0.723468359135656
654,0.7037261036205825
655,0.7022509718300842
656,0.6920149043778989
657,0.6951334174577157
658,0.697604222512727
659,0.6953041175863242
660,0.6886676018617502
661,0.6958126539534322
662,0.7235597277222059
663,0.7008379294026804
664,0.7194693391462663
665,0.6625530722818193
666,0.6940396001113811
667,0.6856620354336628
668,0.7115598660854004
669,0.7042835886070841
670,0.7001565375825336
671,0.7024382038060201
672,0.7116185672973929
673,0.7123842445899112
674,0.7023837771029227
675,0.7585427927372732
676,0.7123284154802813
677,0.718497825391329
678,0.6786555926912307
679,0.7275180858882977
680,0.6937727547272983
681,0.7045787479519079
682,0.6994548570113496
683,0.6897800975278006
684,0.7357838143345473
685,0.6854091313521296
686,0.6976870315587064
687,0.7035800447851555
688,0.7241434053447605
689,0.7005135468606621
690,0.6812662965230298
691,0.7081056022791615
692,0.7146796442148348
693,0.7216463331382472
694,0.6863744853209885
695,0.6946400765967554
696,0.6932990012185718
697,0.6879117958080281
698,0.6773269383993344
699,0.7081019091380187
700,0.702600977099197
701,0.6929109638354174
702,0.7023504633571254
703,0.7170338360979619
704,0.7074153855324586
705,0.7273751206418252
706,0.722465615211043
707,0.8300936058069623
708,0.6314543451649556
709,0.6520730785592457
710,0.6555641038338469
711,0.6963752681234883
712,0.6419692769944689
713,0.6814641614525605
714,0.6934343213314363
715,0.6869251363649997
716,0.6933820106426352
717,0.6593670365872738
718,0.7350339441531423
719,0.651834872657368
720,0.6306959137979198
721,0.6632856638621695
722,0.6797621658941856
723,0.6905162137808275
724,0.7331959817095189
725,0.6991324235447386
726,0.6812859335965691
727,0.7282988392788872
728,0.7107810013214594
729,0.7032018914346233
730,0.6856906148305475
731,0.6859384101013721
732,0.7018748179450065
733,0.702927157975471
734,0.7228682929648499
735,0.6771120716624498
736,0.6804899633396925
737,0.6688074233860228
738,0.6972501442489523
739,0.7170646021794674
740,0.6852822071029716
741,0.7163138312142375
742,0.7574519454063107
743,0.7060392137791255
744,0.7041139728606699
745,0.6989812373229127
746,0.6993915351358541
747,0.7154048949814826
748,0.6867244458036433
749,0.7135807160944992
750,0.7205140882855308
751,0.7108540326107272
752,0.6939499045676308
753,0.75644706707164
754,0.7055951310941746
755,0.7092046877009414
756,0.7173174102146261
757,0.7186866952910709
758,0.7484047611149113
759,0.7059184356016099
760,0.7292240723522404
761,0.6851233946972716
762,0.7245245348645456
763,0.7206979210771132
764,0.7112667699215346
765,0.7146285438222755
766,0.7089224479385304
767,0.7317947215714762
768,0.688897906375365
769,0.7475013216810485
770,0.6991898275577252
771,0.7106701941856142
772,0.67558782804264
773,0.727905976849159
774,0.7225184314186149
775,0.7181051878766931
776,0.7261467201438335
777,0.7169733965663225
778,0.6944500127560488
779,0.6990523555950253
780,0.714405814442715
781,0.7300744105197547
782,0.7195207061450951
783,0.6898231267734564
784,0.7150256315083245
785,0.7867614924089713
786,0.7104635068850285
787,0.7298598853188677
788,0.6985816178285428
789,0.7025402336908755
790,0.7501895935760141
791,0.7279547857628045
792,0.7342846480026937
793,0.7390617249905446
794,0.5854177487472491
795,0.7523409212710398
796,0.7463688077146531
797,0.7854424271641054
798,0.8205789373382203
799,0.7785138217889065
800,0.7376720069138124
801,0.6921689491547302
802,0.7684680146363425
803,0.7485555616924371
804,0.7142274663868297
805,0.8136404819138316
806,0.7215114726888664
807,0.8400913280505669
808,0.8365496368282075
809,0.7760494142877924
810,0.7720063077731173
811,0.8806246880305691
812,0.7381887991483974
813,0.7775125493406169
814,0.7776767038456844
815,0.8044298114869133
816,0.800645535630575
817,0.8708963066237932
818,0.7806788886938878
819,0.6744733648234745
820,0.7645008813826513
821,0.7217451245079171
822,0.729882797767068
823,0.8038646965412521
824,0.7870244144734653
825,0.8238791964544093
826,0.6431595871630731
827,0.8399734624527876
828,0.7215660441026737
829,0.717389826156266
830,0.8797016734224326
831,0.6467240564362545
832,0.8328194482876458
833,0.7146206243197265
834,0.7061270327231327
835,0.7188038814478722
836,0.8606753418756078
837,0.7502067757102259
838,0.8512243389607086
839,0.7298849740858537
840,0.5804854459756996
841,0.8047690642337242
842,0.7287029371928347
843,0.772981351237268
844,0.7749437764394413
845,0.744989833486788
846,0.6414599590389395
847,0.8148477390970857
848,0.7370175766275948
849,0.742250718077882
850,0.7507494635459616
851,0.6819718911817064
852,0.7011181914710433
853,0.77054662377024
854,0.7113052694401331
855,0.7161059313827466
856,0.7225982549365015
857,0.7219087957560556
858,0.7220086054601299
859,0.6836022744984307
860,0.641384978911736
861,0.7238952807718368
862,0.6775732532939259
863,0.7294307191232294
864,0.7256514389470807
865,0.6779527927266465
866,0.6828258401624479
867,0.8299080055434116
868,0.7135263422567105
869,0.7187126898205276
870,0.7040067213407748
871,0.7118422439603838
872,0.7439004450865506
873,0.766980969550222
874,0.7565091494498102
875,0.8112495024300337
876,0.6652295187625427
877,0.7370208944587795
878,0.7013756723110274
879,0.8113756785167165
880,0.744297085162251
881,0.7464081078214232
882,0.7362269893032183
883,0.7235978493587555
884,0.7582026905472816
885,0.769954831546746
886,0.7107394388275486
887,0.7302395094806947
888,0.7631558753222019
889,0.6992502589069668
890,0.7800635829860479
891,0.8017725844035204
892,0.7291728676831801
893,0.6305874419441083
894,0.7084470207598925
895,0.670221266341254
896,0.6821121920369504
897,0.7268661911725934
898,0.7427325526584173
899,0.7491792153193213
900,0.7041194690879796
901,0.7453775717211341
902,0.8055197269777872
903,0.6728999684581282
904,0.6764138697030025
905,0.8066278636916762
906,0.5573279876249624
907,0.7672599748514205
908,0.7846670204951195
909,0.6868089001695776
910,0.770373204682076
911,0.811663348965057
912,0.7135469310409414
913,0.704430622139986
914,0.7515053036107142
915,0.724756261500786
916,0.7778252249235095
917,0.8327319949975196
918,0.6934774161650444
919,0.6896891481086276
920,0.6781009758718786
921,0.7457667416868836
922,0.745969131430757
923,0.7493134610901753
924,0.7325861689695662
925,0.7142750757109511
926,0.7423272526419473
927,0.8007738133700313
928,0.6859869038928458
929,0.7408338646652358
930,0.7856331689071921
931,0.7381798013817171
932,0.8071688732580603
933,0.574505208498775
934,0.6645794209756269
935,0.6802090835532353
936,0.7567349509541013
937,0.6003616217544016
938,0.7305976461450738
939,0.6921690456453412
940,0.7777495240586387
941,0.6937349048728878
942,0.7652075756398861
943,0.7489960927881296
944,0.7364312215636823
945,0.7526901378539679
946,0.7256076360771817
947,0.7872152648092149
948,0.6839777810429568
949,0.7389442628232354
950,0.7107708002612649
951,0.7880157352666012
952,0.8136409574748099
953,0.6119232683078463
954,0.7347411086578577
955,0.7682593252842238
956,0.7452361697279161
957,0.6510132357036551
958,0.7812152541018995
959,0.7693424113392111
960,0.7643585821539012
961,0.7760801038339536
962,0.7182445825452266
963,0.7063622751455956
964,0.7552323452624043
965,0.7585013595496867
966,0.6767784980468914
967,0.7275784235320193
968,0.7387593677764035
969,0.703405576411774
970,0.7347926055030854
971,0.811373223643626
972,0.7507974550764152
973,0.7291051957380731
974,0.6845864096007884
975,0.7025236836552645
976,0.695435106533041
977,0.7692452104437469
978,0.6972946708217286
979,0.7262143361253132
980,0.6346622266735585
981,0.6811916089997155
982,0.6821368201357922
983,0.6807231357717004
984,0.7058363029720354
985,0.6584057021708355
986,0.663829806214554
987,0.7041245350523536
988,0.7583113258165508
989,0.6563614024327656
990,0.6932473215095645
991,0.7619703598650973
992,0.6665577483928865
993,0.6177504777748628
994,0.6866132669560168
995,0.6565376428381711
996,0.6802702593142659
997,0.6339768604773628
998,0.6766746161312436
999,0.6857236763597953
1000,0.7055713408352058
1001,0.6903596890773924
1002,0.6923305363433001
1003,0.6036410627290284
1004,0.6745494736888602
1005,0.6695563681913436
1006,0.6907042262387078
1007,0.6402317477958219
1008,0.6640143115543083
1009,0.6673985952036768
1010,0.7064559633719716
1011,0.7405523648372971
1012,0.6119844648223168
1013,0.6966365270667135
1014,0.728552428789487
1015,0.656867160107727
1016,0.6509614066064616
1017,0.6915858142766944
1018,0.7346036093730846
1019,0.635556640638861
1020,0.6289045190711001
1021,0.68761250843148
1022,0.6943275925740994
1023,0.6416107142882952
1024,0.6743466259573322
1025,0.7337053471545202
1026,0.7156714571741143
1027,0.746761243884259
1028,0.6685802742076035
1029,0.6524752262564995
1030,0.6868938120185373
1031,0.6918187205362467
1032,0.6981748314312971
1033,0.6443485406227292
1034,0.6822764733528688
1035,0.7094339384057791
1036,0.648685452118562
1037,0.7764473138231537
1038,0.6503396090813868
1039,0.6743800095095533
1040,0.7135717713072979
1041,0.7673647350169185
1042,0.6545559243330437
1043,0.6652144747409936
1044,0.635899489119027
1045,0.6547868657975047
1046,0.6571361173246049
1047,0.6686319304685047
1048,0.6455231608574141
1049,0.7421320399811936
1050,0.727596566717454
1051,0.6591325763171099
1052,0.7134165828643525
1053,0.6904780021697747
1054,0.7076797371754002
1055,0.6605767912539918
1056,0.6712436769669694
1057,0.5933935810163742
1058,0.681973016686106
1059,0.6731224747660581
1060,0.6792303360892364
1061,0.6380524818182799
1062,0.6851647607893868
1063,0.6849324678841073
1064,0.6661202128557856
1065,0.6508142699187738
1066,0.7153693965380601
1067,0.6756184101003715
1068,0.6996007550691131
1069,0.7047360010086723
1070,0.6204472116595995
1071,0.7197592066150241
1072,0.6541746449442892
1073,0.615673255461201
1074,0.7118910924696922
1075,0.6161273035613642
1076,0.8143516321511342
1077,0.6282823278687985
1078,0.6827630469128886
1079,0.7451443141041246
1080,0.6652213794817676
1081,0.6713196476405503
1082,0.7282231833998047
1083,0.717415223032537
1084,0.6789049863454961
1085,0.7122583488772399
1086,0.6941377729254785
1087,0.6732744323256036
1088,0.6246701595834446
1089,0.6682812386225702
1090,0.7005598411316445
1091,0.8418080253743382
1092,0.7286553691769625
1093,0.7059600478365275
1094,0.7047054575076755
1095,0.5918215649984097
1096,0.8107089605147874
1097,0.671152243943158
1098,0.6859342795676582
1099,0.6824465297711775
1100,0.7138458030524759
1101,0.7439729103517759
1102,0.633782461914107
1103,0.7499544906348963
1104,0.8029860886206186
1105,0.7124455097393633
1106,0.6747017534581082
1107,0.7000187217435256
1108,0.6716695301441992
1109,0.6769709985184194
1110,0.532828281116071
1111,0.6736783714050184
1112,0.8453600635169571
1113,0.4592540920933434
1114,0.7145552820302868
1115,0.8202635170107386
1116,0.6421517321111752
1117,0.7363769247770651
1118,0.7515496682321525
1119,0.6103720302130157
1120,0.86639334267106
1121,0.7663053805239942
1122,0.6588242343032945
1123,0.6636024545555589
1124,0.7195398601770918
1125,0.550255067357111
1126,0.7508575642526338
1127,0.6210289298257667
1128,0.6183754988664845
1129,0.699374339141655
1130,0.6852411290912535
1131,0.707503596645782
1132,0.6838711239550938
1133,0.7098024087586757
1134,0.6229552772035916
1135,0.7325261015336281
1136,0.6584651899629437
1137,0.6868631848334186
1138,0.6689926840035509
1139,0.7503721072508727
1140,0.6330639024264377
1141,0.6465521340406221
1142,0.6336062856566539
1143,0.8487635673610998
1144,0.7303712661635783
1145,0.6383571110453283
1146,0.7159622611380327
1147,0.6833534022690285
1148,0.6709525677968972
1149,0.6725318680803807
1150,0.6903479500920532
1151,0.6539997513889934
1152,0.6120821132236415
1153,0.618130532778672
1154,0.660542370417584
1155,0.6199161787522547
1156,0.825020130900641
1157,0.6635420436297843
1158,0.5736629785366768
1159,0.7147672515044865
1160,0.7195423519521623
1161,0.7402021208631946
1162,0.6164192135504527
1163,0.7255238351010291
1164,0.8188566511421671
1165,0.7013043853604025
1166,0.7219753689336276
1167,0.6281095528897445
1168,0.6937708994698328
1169,0.6270684275688263
1170,0.6915267581776562
1171,0.7560367987211815
1172,0.6530408636612054
1173,0.6198066725128054
1174,0.5996218103424201
1175,0.6623965457313914
1176,0.5880977818298125
1177,0.7428444638344034
1178,0.6756092774722035
1179,0.6935083639269193
1180,0.6683675747115649
1181,0.7503212469971565
1182,0.6602057044276486
1183,0.6979897755980827
1184,0.6559807596097332
1185,0.7152378054605182
1186,0.6479433232076423
1187,0.6397492858772933
1188,0.7263808486476431
1189,0.7642810743605867
1190,0.8036184193238044
1191,0.6757157657660247
1192,0.7177411181501757
1193,0.6629653684401202
1194,0.765258783691158
1195,0.8034618676035524
1196,0.6865459194772924
1197,0.6664839474113732
1198,0.6130410485049456
1199,0.6751240807223782
1200,0.7691730212252372
1201,0.7447797495076176
1202,0.7508987919799298
1203,0.7264123346545632
1204,0.7749490271227135
1205,0.7481140465938808
1206,0.6033383993126626
1207,0.8519515939616554
1208,0.7587893249027018
1209,0.7070595981298364
1210,0.6689181719102684
1211,0.8066175659497893
1212,0.7735268830131565
1213,0.7704864093781927
1214,0.7654680802913358
1215,0.7647707940922683
1216,0.7538240275044226
1217,0.668057716578414
1218,0.6974725850395178
1219,0.7157996697424621
1220,0.6562960204101019
1221,0.7678885955143048
1222,0.8664751344273466
1223,0.7100082533551718
1224,0.6931856406871614
1225,0.7041823263287529
1226,0.7155936878201232
1227,0.6981527357935868
1228,0.7527317724284955
1229,0.7301677199016162
1230,0.7026692528273775
1231,0.7227879935559248
1232,0.6863796760381798
1233,0.6596774410117648
1234,0.6677361254324694
1235,0.707450264239688
1236,0.7367962055872002
1237,0.7304588929547711
1238,0.7215719270890519
1239,0.7007275617338176
1240,0.6944094056700277
1241,0.7333136751419994
1242,0.7310772500584245
1243,0.6989533764656279
1244,0.7020112687224704
1245,0.7301927610791931
1246,0.7132485666451551
1247,0.7798433624398959
1248,0.7264717447460223
1249,0.7275790412638092
1250,0.6999089741405473
1251,0.7158958783043159
1252,0.7288580813333206
1253,0.7117363119942481
1254,0.7995452790189426
1255,0.6788849546947423
1256,0.8653000660831591
1257,0.6716286700665348
1258,0.6954769072377998
